CRISNO	YEAR	CRISNAME	STATEA	NAMEA	ACTNUMA	STATEB	NAMEB	ACTNUMB	ONESIDE	COWMEMA	COWMEMB	GWMEMA	GWMEMB	IWCA	IWCB	YRTRIGA	MOTRIGA	DATRIGA	YRTERMA	MOTERMA	DATERMA	YRTRIGB	MOTRIGB	DATRIGB	YRTERMB	MOTERMB	DATERMB	TRGYRDY	TRGMODY	TRGDADY	TRMYRDY	TRMMODY	TRMDADY	DURDAYS	DURYEAR	ONGOING	CRDYNUM
88	1942	PEARL HARBOR            	95	PAN  	9999	255	GER  	226	1	0	0	0	0	-99	2	-99	-99	-99	-99	-99	-99	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	229
88	1941	PEARL HARBOR            	95	PAN  	9999	325	ITA  	227	1	0	0	0	0	-99	2	-99	-99	-99	-99	-99	-99	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	230
88	1942	PEARL HARBOR            	95	PAN  	9999	325	ITA  	227	1	0	0	0	0	-99	2	-99	-99	-99	-99	-99	-99	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	230
88	1941	PEARL HARBOR            	95	PAN  	9999	740	JAP  	218	1	0	0	0	0	-99	9	-99	-99	-99	-99	-99	-99	1941	11	26	1942	2	15	1941	11	26	1942	2	15	81	2	0	231
88	1942	PEARL HARBOR            	95	PAN  	9999	740	JAP  	218	1	0	0	0	0	-99	9	-99	-99	-99	-99	-99	-99	1941	11	26	1942	2	15	1941	11	26	1942	2	15	81	2	1	231
88	1941	PEARL HARBOR            	200	UNK  	219	255	GER  	226	0	0	0	0	0	2	2	1941	12	7	1942	2	15	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	232
88	1942	PEARL HARBOR            	200	UNK  	219	255	GER  	226	0	0	0	0	0	2	2	1941	12	7	1942	2	15	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	232
88	1941	PEARL HARBOR            	200	UNK  	219	325	ITA  	227	0	0	0	0	0	2	2	1941	12	7	1942	2	15	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	233
88	1942	PEARL HARBOR            	200	UNK  	219	325	ITA  	227	0	0	0	0	0	2	2	1941	12	7	1942	2	15	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	233
88	1941	PEARL HARBOR            	200	UNK  	219	740	JAP  	218	0	0	0	0	0	2	9	1941	12	7	1942	2	15	1941	11	26	1942	2	15	1941	12	7	1942	2	15	70	2	0	234
88	1942	PEARL HARBOR            	200	UNK  	219	740	JAP  	218	0	0	0	0	0	2	9	1941	12	7	1942	2	15	1941	11	26	1942	2	15	1941	12	7	1942	2	15	70	2	1	234
88	1941	PEARL HARBOR            	210	NTH  	220	255	GER  	226	0	4	0	0	0	2	2	1941	12	7	1942	3	5	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	235
88	1942	PEARL HARBOR            	210	NTH  	220	255	GER  	226	0	4	0	0	0	2	2	1941	12	7	1942	3	5	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	235
88	1941	PEARL HARBOR            	210	NTH  	220	325	ITA  	227	0	4	0	0	0	2	2	1941	12	7	1942	3	5	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	236
88	1942	PEARL HARBOR            	210	NTH  	220	325	ITA  	227	0	4	0	0	0	2	2	1941	12	7	1942	3	5	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	236
88	1941	PEARL HARBOR            	210	NTH  	220	740	JAP  	218	0	4	0	0	0	2	9	1941	12	7	1942	3	5	1941	11	26	1942	2	15	1941	12	7	1942	2	15	70	2	0	237
88	1942	PEARL HARBOR            	210	NTH  	220	740	JAP  	218	0	4	0	0	0	2	9	1941	12	7	1942	3	5	1941	11	26	1942	2	15	1941	12	7	1942	2	15	70	2	1	237
88	1941	PEARL HARBOR            	255	GER  	226	900	AUL  	221	0	0	0	0	0	2	2	1941	12	8	1942	2	15	1941	12	7	1942	5	8	1941	12	8	1942	2	15	69	2	0	238
88	1942	PEARL HARBOR            	255	GER  	226	900	AUL  	221	0	0	0	0	0	2	2	1941	12	8	1942	2	15	1941	12	7	1942	5	8	1941	12	8	1942	2	15	69	2	1	238
88	1941	PEARL HARBOR            	255	GER  	226	920	NEW  	222	0	0	0	0	0	2	2	1941	12	8	1942	2	15	1941	12	7	1942	5	8	1941	12	8	1942	2	15	69	2	0	239
88	1942	PEARL HARBOR            	255	GER  	226	920	NEW  	222	0	0	0	0	0	2	2	1941	12	8	1942	2	15	1941	12	7	1942	5	8	1941	12	8	1942	2	15	69	2	1	239
88	1941	PEARL HARBOR            	325	ITA  	227	900	AUL  	221	0	0	0	0	0	2	2	1941	12	8	1942	2	15	1941	12	7	1942	5	8	1941	12	8	1942	2	15	69	2	0	240
88	1942	PEARL HARBOR            	325	ITA  	227	900	AUL  	221	0	0	0	0	0	2	2	1941	12	8	1942	2	15	1941	12	7	1942	5	8	1941	12	8	1942	2	15	69	2	1	240
88	1941	PEARL HARBOR            	325	ITA  	227	920	NEW  	222	0	0	0	0	0	2	2	1941	12	8	1942	2	15	1941	12	7	1942	5	8	1941	12	8	1942	2	15	69	2	0	241
88	1942	PEARL HARBOR            	325	ITA  	227	920	NEW  	222	0	0	0	0	0	2	2	1941	12	8	1942	2	15	1941	12	7	1942	5	8	1941	12	8	1942	2	15	69	2	1	241
88	1941	PEARL HARBOR            	560	SAF  	9999	740	JAP  	218	1	0	0	0	0	-99	9	-99	-99	-99	-99	-99	-99	1941	11	26	1942	2	15	1941	11	26	1942	2	15	81	2	0	242
88	1942	PEARL HARBOR            	560	SAF  	9999	740	JAP  	218	1	0	0	0	0	-99	9	-99	-99	-99	-99	-99	-99	1941	11	26	1942	2	15	1941	11	26	1942	2	15	81	2	1	242
88	1941	PEARL HARBOR            	740	JAP  	218	800	TAI  	225	0	0	0	0	0	9	4	1941	11	26	1942	2	15	1941	12	8	1941	12	10	1941	12	8	1941	12	10	2	1	0	243
88	1941	PEARL HARBOR            	740	JAP  	218	900	AUL  	221	0	0	0	0	0	9	2	1941	11	26	1942	2	15	1941	12	7	1942	5	8	1941	12	7	1942	2	15	70	2	0	244
88	1942	PEARL HARBOR            	740	JAP  	218	900	AUL  	221	0	0	0	0	0	9	2	1941	11	26	1942	2	15	1941	12	7	1942	5	8	1941	12	7	1942	2	15	70	2	1	244
88	1941	PEARL HARBOR            	740	JAP  	218	920	NEW  	222	0	0	0	0	0	9	2	1941	11	26	1942	2	15	1941	12	7	1942	5	8	1941	12	7	1942	2	15	70	2	0	245
88	1942	PEARL HARBOR            	740	JAP  	218	920	NEW  	222	0	0	0	0	0	9	2	1941	11	26	1942	2	15	1941	12	7	1942	5	8	1941	12	7	1942	2	15	70	2	1	245
89	1942	STALINGRAD              	255	GER  	229	365	USR  	228	0	0	0	0	0	8	7	1942	11	19	1943	2	2	1942	6	28	1943	2	2	1942	11	19	1943	2	2	75	2	0	246
89	1943	STALINGRAD              	255	GER  	229	365	USR  	228	0	0	0	0	0	8	7	1942	11	19	1943	2	2	1942	6	28	1943	2	2	1942	11	19	1943	2	2	75	2	1	246
89	1942	STALINGRAD              	355	BUL  	9999	365	USR  	228	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1942	6	28	1943	2	2	1942	6	28	1943	2	2	219	2	0	247
89	1943	STALINGRAD              	355	BUL  	9999	365	USR  	228	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1942	6	28	1943	2	2	1942	6	28	1943	2	2	219	2	1	247
89	1942	STALINGRAD              	360	RUM  	9999	365	USR  	228	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1942	6	28	1943	2	2	1942	6	28	1943	2	2	219	2	0	248
89	1943	STALINGRAD              	360	RUM  	9999	365	USR  	228	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1942	6	28	1943	2	2	1942	6	28	1943	2	2	219	2	1	248
89	1942	STALINGRAD              	365	USR  	228	375	FIN  	9999	2	0	0	0	0	7	-99	1942	6	28	1943	2	2	-99	-99	-99	-99	-99	-99	1942	6	28	1943	2	2	219	2	0	249
89	1943	STALINGRAD              	365	USR  	228	375	FIN  	9999	2	0	0	0	0	7	-99	1942	6	28	1943	2	2	-99	-99	-99	-99	-99	-99	1942	6	28	1943	2	2	219	2	1	249
90	1942	EL ALAMEIN              	200	UNK  	9999	255	GER  	230	1	0	0	0	0	-99	8	-99	-99	-99	-99	-99	-99	1942	10	23	1943	5	13	1942	10	23	1943	5	13	202	2	0	250
90	1943	EL ALAMEIN              	200	UNK  	9999	255	GER  	230	1	0	0	0	0	-99	8	-99	-99	-99	-99	-99	-99	1942	10	23	1943	5	13	1942	10	23	1943	5	13	202	2	1	250
90	1942	EL ALAMEIN              	200	UNK  	9999	325	ITA  	231	1	0	0	0	0	-99	8	-99	-99	-99	-99	-99	-99	1942	10	23	1943	5	13	1942	10	23	1943	5	13	202	2	0	251
90	1943	EL ALAMEIN              	200	UNK  	9999	325	ITA  	231	1	0	0	0	0	-99	8	-99	-99	-99	-99	-99	-99	1942	10	23	1943	5	13	1942	10	23	1943	5	13	202	2	1	251
90	1942	EL ALAMEIN              	255	GER  	230	560	SAF  	9999	2	0	0	0	0	8	-99	1942	10	23	1943	5	13	-99	-99	-99	-99	-99	-99	1942	10	23	1943	5	13	202	2	0	252
90	1943	EL ALAMEIN              	255	GER  	230	560	SAF  	9999	2	0	0	0	0	8	-99	1942	10	23	1943	5	13	-99	-99	-99	-99	-99	-99	1942	10	23	1943	5	13	202	2	1	252
90	1942	EL ALAMEIN              	325	ITA  	231	560	SAF  	9999	2	0	0	0	0	8	-99	1942	10	23	1943	5	13	-99	-99	-99	-99	-99	-99	1942	10	23	1943	5	13	202	2	0	253
90	1943	EL ALAMEIN              	325	ITA  	231	560	SAF  	9999	2	0	0	0	0	8	-99	1942	10	23	1943	5	13	-99	-99	-99	-99	-99	-99	1942	10	23	1943	5	13	202	2	1	253
91	1943	FALL OF ITALY           	2	USA  	9999	255	GER  	233	1	0	0	0	0	-99	5	-99	-99	-99	-99	-99	-99	1943	7	25	1943	9	11	1943	7	25	1943	9	11	48	1	0	254
91	1943	FALL OF ITALY           	2	USA  	9999	325	ITA  	232	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1943	7	9	1943	9	8	1943	7	9	1943	9	8	61	1	0	255
91	1943	FALL OF ITALY           	20	CAN  	9999	255	GER  	233	1	0	0	0	0	-99	5	-99	-99	-99	-99	-99	-99	1943	7	25	1943	9	11	1943	7	25	1943	9	11	48	1	0	256
91	1943	FALL OF ITALY           	20	CAN  	9999	325	ITA  	232	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1943	7	9	1943	9	8	1943	7	9	1943	9	8	61	1	0	257
91	1943	FALL OF ITALY           	200	UNK  	9999	255	GER  	233	1	0	0	0	0	-99	5	-99	-99	-99	-99	-99	-99	1943	7	25	1943	9	11	1943	7	25	1943	9	11	48	1	0	258
91	1943	FALL OF ITALY           	200	UNK  	9999	325	ITA  	232	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1943	7	9	1943	9	8	1943	7	9	1943	9	8	61	1	0	259
91	1943	FALL OF ITALY           	255	GER  	233	325	ITA  	232	0	0	0	0	0	5	7	1943	7	25	1943	9	11	1943	7	9	1943	9	8	1943	7	25	1943	9	8	45	1	0	260
92	1944	GERMAN OCCUP.-HUNGARY   	255	GER  	9999	310	HUN  	234	1	0	0	0	0	-99	10	-99	-99	-99	-99	-99	-99	1944	3	13	1944	3	19	1944	3	13	1944	3	19	6	1	0	261
93	1944	SOVIET OCCUP.-E. EUROPE 	255	GER  	238	355	BUL  	9999	2	0	0	0	0	2	-99	1944	10	15	1945	2	13	-99	-99	-99	-99	-99	-99	1944	10	15	1945	2	13	121	2	0	262
93	1945	SOVIET OCCUP.-E. EUROPE 	255	GER  	238	355	BUL  	9999	2	0	0	0	0	2	-99	1944	10	15	1945	2	13	-99	-99	-99	-99	-99	-99	1944	10	15	1945	2	13	121	2	1	262
93	1944	SOVIET OCCUP.-E. EUROPE 	255	GER  	236	365	USR  	9999	2	0	0	0	0	9	-99	1944	8	23	1944	9	22	-99	-99	-99	-99	-99	-99	1944	8	23	1944	9	22	30	1	0	263
93	1944	SOVIET OCCUP.-E. EUROPE 	255	GER  	238	365	USR  	9999	2	0	0	0	0	2	-99	1944	10	15	1945	2	13	-99	-99	-99	-99	-99	-99	1944	10	15	1945	2	13	121	2	0	264
93	1945	SOVIET OCCUP.-E. EUROPE 	255	GER  	238	365	USR  	9999	2	0	0	0	0	2	-99	1944	10	15	1945	2	13	-99	-99	-99	-99	-99	-99	1944	10	15	1945	2	13	121	2	1	264
93	1944	SOVIET OCCUP.-E. EUROPE 	310	HUN  	237	360	ROM  	9999	2	0	0	0	0	7	-99	1944	9	22	1945	2	13	-99	-99	-99	-99	-99	-99	1944	9	22	1945	2	13	144	2	0	265
93	1945	SOVIET OCCUP.-E. EUROPE 	310	HUN  	237	360	ROM  	9999	2	0	0	0	0	7	-99	1944	9	22	1945	2	13	-99	-99	-99	-99	-99	-99	1944	9	22	1945	2	13	144	2	1	265
93	1944	SOVIET OCCUP.-E. EUROPE 	310	HUN  	237	365	USR  	9999	2	0	0	0	0	7	-99	1944	9	22	1945	2	13	-99	-99	-99	-99	-99	-99	1944	9	22	1945	2	13	144	2	0	266
93	1945	SOVIET OCCUP.-E. EUROPE 	310	HUN  	237	365	USR  	9999	2	0	0	0	0	7	-99	1944	9	22	1945	2	13	-99	-99	-99	-99	-99	-99	1944	9	22	1945	2	13	144	2	1	266
93	1944	SOVIET OCCUP.-E. EUROPE 	360	ROM  	235	365	USR  	9999	2	0	0	0	0	7	-99	1944	3	26	1944	9	12	-99	-99	-99	-99	-99	-99	1944	3	26	1944	9	12	170	1	0	267
94	1944	D-DAY                   	2	USA  	9999	255	GER  	239	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	6	6	1945	5	7	1944	6	6	1945	5	7	335	2	0	268
94	1945	D-DAY                   	2	USA  	9999	255	GER  	239	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	6	6	1945	5	7	1944	6	6	1945	5	7	335	2	1	268
94	1944	D-DAY                   	20	CAN  	9999	255	GER  	239	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	6	6	1945	5	7	1944	6	6	1945	5	7	335	2	0	269
94	1945	D-DAY                   	20	CAN  	9999	255	GER  	239	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	6	6	1945	5	7	1944	6	6	1945	5	7	335	2	1	269
94	1944	D-DAY                   	140	BRA  	9999	255	GER  	239	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	6	6	1945	5	7	1944	6	6	1945	5	7	335	2	0	270
94	1945	D-DAY                   	140	BRA  	9999	255	GER  	239	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	6	6	1945	5	7	1944	6	6	1945	5	7	335	2	1	270
94	1944	D-DAY                   	200	UNK  	9999	255	GER  	239	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	6	6	1945	5	7	1944	6	6	1945	5	7	335	2	0	271
94	1945	D-DAY                   	200	UNK  	9999	255	GER  	239	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	6	6	1945	5	7	1944	6	6	1945	5	7	335	2	1	271
95	1944	FALL OF SAIPAN          	2	USA  	9999	740	JAP  	240	1	0	0	0	0	-99	8	-99	-99	-99	-99	-99	-99	1944	7	9	1944	7	18	1944	7	9	1944	7	18	9	1	0	272
96	1944	IRAN OIL CONCESSIONS    	365	USR  	9999	630	IRN  	241	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1944	9	26	1944	12	9	1944	9	26	1944	12	9	74	1	0	273
97	1944	LEYTE CAMPAIGN          	2	USA  	9999	740	JAP  	242	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1944	10	20	1944	12	26	1944	10	20	1944	12	26	67	1	0	274
99	1945	LUZON                   	2	USA  	9999	740	JAP  	244	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1945	1	9	1945	3	3	1945	1	9	1945	3	3	53	1	0	275
100	1945	FINAL SOVIET OFFENSIVE  	255	GER  	245	365	USR  	9999	2	0	0	0	0	7	-99	1945	1	11	1945	5	7	-99	-99	-99	-99	-99	-99	1945	1	11	1945	5	7	116	1	0	276
100	1945	FINAL SOVIET OFFENSIVE  	255	GER  	245	375	FIN  	9999	2	0	0	0	0	7	-99	1945	1	11	1945	5	7	-99	-99	-99	-99	-99	-99	1945	1	11	1945	5	7	116	1	0	277
101	1945	IWO JIMA                	2	USA  	9999	740	JAP  	246	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1945	2	19	1945	3	16	1945	2	19	1945	3	16	25	1	0	278
102	1945	COMMUNISM IN ROMANIA    	360	RUM  	248	365	USR  	247	0	0	0	0	0	10	10	1945	2	28	1945	3	6	1945	2	24	1945	3	6	1945	2	28	1945	3	6	6	1	0	279
103	1945	OKINAWA                 	2	USA  	9999	740	JAP  	249	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1945	4	1	1945	6	21	1945	4	1	1945	6	21	81	1	0	280
104	1945	TRIESTE I               	2	USA  	251	345	YUG  	252	0	0	0	0	0	1	1	1945	5	2	1945	6	9	1945	5	2	1945	6	11	1945	5	2	1945	6	9	38	1	0	281
104	1945	TRIESTE I               	200	UNK  	250	345	YUG  	252	0	0	0	0	0	1	1	1945	5	1	1945	6	9	1945	5	2	1945	6	11	1945	5	2	1945	6	9	38	1	0	282
105	1945	FRENCH FORCES/SYRIA     	200	UNK  	9999	220	FRN  	254	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1945	5	28	1945	6	3	1945	5	28	1945	6	3	6	1	0	283
106	1945	KARS-ARDAHAN            	365	USR  	9999	640	TUR  	255	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1945	6	7	1946	4	5	1945	6	7	1946	4	5	302	2	0	284
106	1946	KARS-ARDAHAN            	365	USR  	9999	640	TUR  	255	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1945	6	7	1946	4	5	1945	6	7	1946	4	5	302	2	1	284
107	1945	HIROSHIMA-NAGASAKI      	2	USA  	9999	740	JAP  	256	1	0	2	0	0	-99	6	-99	-99	-99	-99	-99	-99	1945	8	6	1945	9	2	1945	8	6	1945	9	2	27	1	0	285
107	1945	HIROSHIMA-NAGASAKI      	365	USR  	9999	740	JAP  	256	1	0	0	0	0	-99	6	-99	-99	-99	-99	-99	-99	1945	8	6	1945	9	2	1945	8	6	1945	9	2	27	1	0	286
107	1945	HIROSHIMA-NAGASAKI      	712	MON  	9999	740	JAP  	256	1	0	0	0	0	-99	6	-99	-99	-99	-99	-99	-99	1945	8	6	1945	9	2	1945	8	6	1945	9	2	27	1	0	287
108	1946	AZERBAIJAN              	2	USA  	259	365	USR  	260	0	0	0	0	0	1	1	1946	3	4	1946	5	9	1946	3	9	1946	5	9	1946	3	9	1946	5	9	61	1	0	288
108	1946	AZERBAIJAN              	200	UNK  	258	365	USR  	260	0	0	0	0	0	1	1	1945	11	16	1946	5	9	1946	3	9	1946	5	9	1946	3	9	1946	5	9	61	1	0	289
108	1946	AZERBAIJAN              	365	USR  	260	630	IRN  	257	0	0	0	0	0	1	1	1946	3	9	1946	5	9	1945	8	23	1946	5	9	1946	3	9	1946	5	9	61	1	0	290
109	1945	INDONESIA INDEP. I      	200	UNK  	9999	850	INS  	262	1	0	3	0	0	-99	4	-99	-99	-99	-99	-99	-99	1945	10	2	1947	3	25	1945	10	2	1947	3	25	539	3	0	291
109	1946	INDONESIA INDEP. I      	200	UNK  	9999	850	INS  	262	1	0	3	0	0	-99	4	-99	-99	-99	-99	-99	-99	1945	10	2	1947	3	25	1945	10	2	1947	3	25	539	3	1	291
109	1947	INDONESIA INDEP. I      	200	UNK  	9999	850	INS  	262	1	0	3	0	0	-99	4	-99	-99	-99	-99	-99	-99	1945	10	2	1947	3	25	1945	10	2	1947	3	25	539	3	1	291
109	1945	INDONESIA INDEP. I      	210	NTH  	261	850	INS  	262	0	0	3	0	0	1	4	1945	9	29	1947	3	25	1945	10	2	1947	3	25	1945	10	2	1947	3	25	539	3	0	292
109	1946	INDONESIA INDEP. I      	210	NTH  	261	850	INS  	262	0	0	3	0	0	1	4	1945	9	29	1947	3	25	1945	10	2	1947	3	25	1945	10	2	1947	3	25	539	3	1	292
109	1947	INDONESIA INDEP. I      	210	NTH  	261	850	INS  	262	0	0	3	0	0	1	4	1945	9	29	1947	3	25	1945	10	2	1947	3	25	1945	10	2	1947	3	25	539	3	1	292
111	1946	TURKISH STRAITS         	2	USA  	265	365	USR  	9999	2	0	0	0	0	1	-99	1946	8	7	1946	10	26	-99	-99	-99	-99	-99	-99	1946	8	7	1946	10	26	80	1	0	293
111	1946	TURKISH STRAITS         	365	USR  	9999	640	TUR  	264	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1946	8	7	1946	10	26	1946	8	7	1946	10	26	80	1	0	294
113	1947	COMMUNISM IN HUNGARY    	310	HUN  	268	365	USR  	267	0	0	0	0	0	1	1	1947	2	26	1947	6	1	1947	2	10	1947	6	1	1947	2	26	1947	6	1	95	1	0	295
115	1947	MARSHALL PLAN           	315	CZE  	273	365	USR  	272	0	0	0	0	0	1	1	1947	7	9	1947	7	11	1947	7	3	1947	7	11	1947	7	9	1947	7	11	2	1	0	296
116	1947	INDONESIA INDEP. II     	210	NTH  	275	850	INS  	274	0	0	3	0	0	10	7	1947	7	31	1948	1	17	1947	7	21	1948	1	17	1947	7	31	1948	1	17	170	2	0	297
116	1948	INDONESIA INDEP. II     	210	NTH  	275	850	INS  	274	0	0	3	0	0	10	7	1947	7	31	1948	1	17	1947	7	21	1948	1	17	1947	7	31	1948	1	17	170	2	1	297
118	1947	JUNAGADH                	750	IND  	277	770	PAK  	278	0	0	0	0	0	1	1	1947	8	17	1947	11	9	1947	11	1	1948	2	24	1947	11	1	1947	11	9	8	1	0	298
119	1947	KASHMIR I               	750	IND  	279	770	PAK  	280	0	0	0	0	0	1	4	1947	10	24	1949	1	1	1947	10	27	1949	1	1	1947	10	27	1949	1	1	432	3	0	299
119	1948	KASHMIR I               	750	IND  	279	770	PAK  	280	0	0	0	0	0	1	4	1947	10	24	1949	1	1	1947	10	27	1949	1	1	1947	10	27	1949	1	1	432	3	1	299
119	1949	KASHMIR I               	750	IND  	279	770	PAK  	280	0	0	0	0	0	1	4	1947	10	24	1949	1	1	1947	10	27	1949	1	1	1947	10	27	1949	1	1	432	3	1	299
120	1948	PAL. PRT./ISRAEL IND.   	645	IRQ  	281	666	ISR  	286	0	0	0	0	0	1	4	1947	11	29	1948	7	18	1948	5	15	1949	7	20	1948	5	15	1948	7	18	64	1	0	300
120	1948	PAL. PRT./ISRAEL IND.   	651	EGY  	282	666	ISR  	286	0	0	0	0	0	1	4	1947	11	29	1949	2	24	1948	5	15	1949	7	20	1948	5	15	1949	2	24	285	2	0	301
120	1949	PAL. PRT./ISRAEL IND.   	651	EGY  	282	666	ISR  	286	0	0	0	0	0	1	4	1947	11	29	1949	2	24	1948	5	15	1949	7	20	1948	5	15	1949	2	24	285	2	1	301
120	1948	PAL. PRT./ISRAEL IND.   	652	SYR  	285	666	ISR  	286	0	0	0	0	0	1	4	1947	11	29	1949	7	20	1948	5	15	1949	7	20	1948	5	15	1949	7	20	431	2	0	302
120	1949	PAL. PRT./ISRAEL IND.   	652	SYR  	285	666	ISR  	286	0	0	0	0	0	1	4	1947	11	29	1949	7	20	1948	5	15	1949	7	20	1948	5	15	1949	7	20	431	2	1	302
120	1948	PAL. PRT./ISRAEL IND.   	660	LEB  	283	666	ISR  	286	0	0	0	0	0	1	4	1947	11	29	1949	3	23	1948	5	15	1949	7	20	1948	5	15	1949	3	23	312	2	0	303
120	1949	PAL. PRT./ISRAEL IND.   	660	LEB  	283	666	ISR  	286	0	0	0	0	0	1	4	1947	11	29	1949	3	23	1948	5	15	1949	7	20	1948	5	15	1949	3	23	312	2	1	303
120	1948	PAL. PRT./ISRAEL IND.   	663	JOR  	284	666	ISR  	286	0	0	0	0	0	4	4	1947	11	29	1949	4	3	1948	5	15	1949	7	20	1948	5	15	1949	4	3	323	2	0	304
120	1949	PAL. PRT./ISRAEL IND.   	663	JOR  	284	666	ISR  	286	0	0	0	0	0	4	4	1947	11	29	1949	4	3	1948	5	15	1949	7	20	1948	5	15	1949	4	3	323	2	1	304
121	1948	COMMUNISM IN CZECH.     	315	CZE  	288	365	USR  	287	0	0	0	0	0	1	1	1948	2	19	1948	2	25	1948	2	13	1948	2	25	1948	2	19	1948	2	25	6	1	0	305
122	1948	SOVIET NOTE/FINLAND I   	365	USR  	9999	375	FIN  	289	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1948	2	22	1948	4	6	1948	2	22	1948	4	6	44	1	0	306
123	1948	BERLIN BLOCKADE         	2	USA  	293	365	USR  	290	0	0	0	0	0	1	1	1948	6	24	1949	5	12	1948	6	7	1949	5	12	1948	6	24	1949	5	12	322	2	0	307
123	1949	BERLIN BLOCKADE         	2	USA  	293	365	USR  	290	0	0	0	0	0	1	1	1948	6	24	1949	5	12	1948	6	7	1949	5	12	1948	6	24	1949	5	12	322	2	1	307
123	1948	BERLIN BLOCKADE         	200	UNK  	292	365	USR  	290	0	0	0	0	0	1	1	1948	6	24	1949	5	12	1948	6	7	1949	5	12	1948	6	24	1949	5	12	322	2	0	308
123	1949	BERLIN BLOCKADE         	200	UNK  	292	365	USR  	290	0	0	0	0	0	1	1	1948	6	24	1949	5	12	1948	6	7	1949	5	12	1948	6	24	1949	5	12	322	2	1	308
123	1948	BERLIN BLOCKADE         	220	FRN  	291	365	USR  	290	0	0	0	0	0	1	1	1948	6	24	1949	5	12	1948	6	7	1949	5	12	1948	6	24	1949	5	12	322	2	0	309
123	1949	BERLIN BLOCKADE         	220	FRN  	291	365	USR  	290	0	0	0	0	0	1	1	1948	6	24	1949	5	12	1948	6	7	1949	5	12	1948	6	24	1949	5	12	322	2	1	309
126	1948	COSTA RICA/NIC. I       	93	NIC  	9999	94	COS  	297	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1948	12	11	1949	2	21	1948	12	11	1949	2	21	72	2	0	310
126	1949	COSTA RICA/NIC. I       	93	NIC  	9999	94	COS  	297	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1948	12	11	1949	2	21	1948	12	11	1949	2	21	72	2	1	310
127	1948	INDONESIA INDEP. III    	210	NTH  	299	850	INS  	298	0	0	1	0	0	10	7	1948	12	23	1949	12	27	1948	12	19	1949	12	27	1948	12	23	1949	12	27	369	2	0	311
127	1949	INDONESIA INDEP. III    	210	NTH  	299	850	INS  	298	0	0	1	0	0	10	7	1948	12	23	1949	12	27	1948	12	19	1949	12	27	1948	12	23	1949	12	27	369	2	1	311
128	1948	SINAI INCURSION         	200	UNK  	301	666	ISR  	302	0	0	0	0	0	1	3	1948	12	25	1949	1	10	1948	12	31	1949	1	10	1948	12	31	1949	1	10	10	2	0	312
128	1949	SINAI INCURSION         	200	UNK  	301	666	ISR  	302	0	0	0	0	0	1	3	1948	12	25	1949	1	10	1948	12	31	1949	1	10	1948	12	31	1949	1	10	10	2	1	312
128	1948	SINAI INCURSION         	651	EGY  	300	666	ISR  	302	0	0	0	0	0	7	3	1948	12	25	1949	1	10	1948	12	31	1949	1	10	1948	12	31	1949	1	10	10	2	0	313
